f[Hz]	Sxx[m^2/Hz]
3277.5	7.59504E-21
3277.6	1.53924E-20
3277.7	5.51504E-21
3277.8	5.52892E-21
3277.9	5.3023E-21
3278	4.63163E-21
3278.1	6.50963E-21
3278.2	3.73591E-21
3278.3	7.0571E-21
3278.4	5.32708E-21
3278.5	4.26787E-21
3278.6	1.07006E-20
3278.7	6.18891E-21
3278.8	3.39345E-21
3278.9	6.05544E-21
3279	5.8202E-21
3279.1	5.85575E-21
3279.2	1.86344E-21
3279.3	8.72399E-21
3279.4	8.39228E-21
3279.5	8.59394E-21
3279.6	3.23296E-21
3279.7	8.60381E-21
3279.8	9.65105E-21
3279.9	5.79394E-21
3280	4.26472E-21
3280.1	4.89067E-21
3280.2	4.70935E-21
3280.3	6.25624E-21
3280.4	1.0842E-20
3280.5	3.86583E-21
3280.6	6.79732E-21
3280.7	4.71509E-21
3280.8	1.03651E-20
3280.9	4.32424E-21
3281	5.31398E-21
3281.1	7.08369E-21
3281.2	5.78236E-21
3281.3	6.99142E-21
3281.4	7.99677E-21
3281.5	5.89636E-21
3281.6	7.49696E-21
3281.7	7.08439E-21
3281.8	6.99416E-21
3281.9	2.88005E-21
3282	9.66696E-21
3282.1	2.33732E-21
3282.2	1.0241E-20
3282.3	4.4146E-21
3282.4	3.80247E-21
3282.5	7.11774E-21
3282.6	5.29822E-21
3282.7	6.51943E-21
3282.8	3.91172E-21
3282.9	5.57883E-21
3283	7.3811E-21
3283.1	7.1144E-21
3283.2	8.53956E-21
3283.3	3.56546E-21
3283.4	6.29188E-21
3283.5	3.30999E-21
3283.6	5.98599E-21
3283.7	6.13627E-21
3283.8	4.49561E-21
3283.9	4.24989E-21
3284	3.216E-21
3284.1	5.12392E-21
3284.2	5.18079E-21
3284.3	6.96164E-21
3284.4	1.02556E-20
3284.5	3.3601E-21
3284.6	7.68604E-21
3284.7	1.00523E-20
3284.8	8.2227E-21
3284.9	5.25356E-21
3285	9.21353E-21
3285.1	4.60915E-21
3285.2	9.12199E-21
3285.3	6.00015E-21
3285.4	6.00549E-21
3285.5	4.99192E-21
3285.6	7.92753E-21
3285.7	7.51852E-21
3285.8	8.59122E-21
3285.9	4.59631E-21
3286	7.10347E-21
3286.1	5.9795E-21
3286.2	6.71474E-21
3286.3	3.58493E-21
3286.4	3.15342E-21
3286.5	7.23742E-21
3286.6	5.50617E-21
3286.7	5.6636E-21
3286.8	3.78094E-21
3286.9	4.83779E-21
3287	5.40088E-21
3287.1	8.68305E-21
3287.2	7.02709E-21
3287.3	4.18972E-21
3287.4	9.51113E-21
3287.5	8.92776E-21
3287.6	1.30559E-20
3287.7	4.93224E-21
3287.8	1.3375E-20
3287.9	6.68878E-21
3288	5.50462E-21
3288.1	6.25232E-21
3288.2	5.50452E-21
3288.3	5.73361E-21
3288.4	6.03379E-21
3288.5	7.28884E-21
3288.6	3.83004E-21
3288.7	8.73726E-21
3288.8	4.77954E-21
3288.9	6.50331E-21
3289	4.50358E-21
3289.1	9.01175E-21
3289.2	4.44698E-21
3289.3	4.99536E-21
3289.4	2.4288E-21
3289.5	5.10105E-21
3289.6	1.14157E-20
3289.7	4.18532E-21
3289.8	3.05187E-21
3289.9	7.7159E-21
3290	5.10207E-21
3290.1	6.65174E-21
3290.2	3.26415E-21
3290.3	5.9228E-21
3290.4	3.78713E-21
3290.5	6.47699E-21
3290.6	6.39958E-21
3290.7	1.00551E-20
3290.8	6.53077E-21
3290.9	3.92465E-21
3291	5.36427E-21
3291.1	8.5273E-21
3291.2	5.19669E-21
3291.3	8.44751E-21
3291.4	7.08548E-21
3291.5	6.65942E-21
3291.6	7.05505E-21
3291.7	7.98292E-21
3291.8	9.58617E-21
3291.9	3.90283E-21
3292	4.38378E-21
3292.1	4.61452E-21
3292.2	5.54287E-21
3292.3	2.74554E-21
3292.4	6.13488E-21
3292.5	4.83196E-21
3292.6	4.47012E-21
3292.7	1.2253E-20
3292.8	5.7153E-21
3292.9	6.45219E-21
3293	1.35166E-20
3293.1	9.51097E-21
3293.2	1.14052E-20
3293.3	7.18166E-21
3293.4	3.26822E-21
3293.5	3.75687E-21
3293.6	4.67541E-21
3293.7	7.58743E-21
3293.8	4.8141E-21
3293.9	3.9317E-21
3294	6.9998E-21
3294.1	7.44025E-21
3294.2	5.49775E-21
3294.3	4.77006E-21
3294.4	6.4879E-21
3294.5	5.26829E-21
3294.6	8.59215E-21
3294.7	7.48818E-21
3294.8	5.88492E-21
3294.9	3.61559E-21
3295	1.13515E-20
3295.1	5.35504E-21
3295.2	8.65067E-21
3295.3	4.48302E-21
3295.4	4.06234E-21
3295.5	3.58404E-21
3295.6	8.70287E-21
3295.7	5.04102E-21
3295.8	3.45351E-21
3295.9	4.8041E-21
3296	8.62056E-21
3296.1	1.08949E-20
3296.2	6.35042E-21
3296.3	6.15671E-21
3296.4	4.12997E-21
3296.5	8.73377E-21
3296.6	6.67309E-21
3296.7	6.60934E-21
3296.8	6.1795E-21
3296.9	5.31974E-21
3297	3.50238E-21
3297.1	3.46432E-21
3297.2	5.6486E-21
3297.3	4.56932E-21
3297.4	1.11106E-20
3297.5	7.32849E-21
3297.6	3.96681E-21
3297.7	5.24126E-21
3297.8	8.42659E-21
3297.9	7.25092E-21
3298	7.25293E-21
3298.1	7.17715E-21
3298.2	8.96371E-21
3298.3	3.36527E-21
3298.4	3.3862E-21
3298.5	3.43288E-21
3298.6	2.86731E-21
3298.7	5.96986E-21
3298.8	9.159E-21
3298.9	4.54138E-21
3299	5.61823E-21
3299.1	8.47878E-21
3299.2	5.32517E-21
3299.3	4.50559E-21
3299.4	4.02315E-21
3299.5	5.64453E-21
3299.6	5.96508E-21
3299.7	6.73848E-21
3299.8	4.48037E-21
3299.9	5.58841E-21
3300	4.8811E-21
3300.1	7.80465E-21
3300.2	4.17366E-21
3300.3	5.1483E-21
3300.4	6.59427E-21
3300.5	7.30082E-21
3300.6	9.76794E-21
3300.7	6.40898E-21
3300.8	5.2482E-21
3300.9	4.72729E-21
3301	7.35496E-21
3301.1	5.40308E-21
3301.2	7.5788E-21
3301.3	6.49463E-21
3301.4	8.42666E-21
3301.5	6.8411E-21
3301.6	7.17523E-21
3301.7	8.58984E-21
3301.8	9.13538E-21
3301.9	4.9844E-21
3302	9.05E-21
3302.1	3.85669E-21
3302.2	8.27273E-21
3302.3	8.10702E-21
3302.4	6.76242E-21
3302.5	5.02954E-21
3302.6	1.00543E-20
3302.7	6.45715E-21
3302.8	4.34246E-21
3302.9	5.66135E-21
3303	4.76108E-21
3303.1	1.08E-20
3303.2	3.04583E-21
3303.3	5.31138E-21
3303.4	6.42162E-21
3303.5	5.84899E-21
3303.6	3.72718E-21
3303.7	1.05476E-20
3303.8	3.73192E-21
3303.9	6.68006E-21
3304	6.48258E-21
3304.1	6.45802E-21
3304.2	4.37168E-21
3304.3	2.83113E-21
3304.4	3.228E-21
3304.5	5.45786E-21
3304.6	4.31244E-21
3304.7	5.00602E-21
3304.8	5.40296E-21
3304.9	3.38375E-21
3305	8.79968E-21
3305.1	6.83051E-21
3305.2	6.50949E-21
3305.3	5.85845E-21
3305.4	2.18997E-21
3305.5	8.87263E-21
3305.6	2.75829E-21
3305.7	6.87369E-21
3305.8	1.09608E-20
3305.9	2.72355E-21
3306	5.4734E-21
3306.1	4.74788E-21
3306.2	3.71367E-21
3306.3	5.75911E-21
3306.4	6.28478E-21
3306.5	3.47094E-21
3306.6	7.52745E-21
3306.7	8.84442E-21
3306.8	4.39639E-21
3306.9	5.82659E-21
3307	4.15359E-21
3307.1	9.62086E-21
3307.2	7.83067E-21
3307.3	8.23181E-21
3307.4	6.93762E-21
3307.5	8.15439E-21
3307.6	4.49807E-21
3307.7	3.92107E-21
3307.8	3.84697E-21
3307.9	6.57796E-21
3308	2.79267E-21
3308.1	6.2305E-21
3308.2	4.89541E-21
3308.3	6.65175E-21
3308.4	6.63132E-21
3308.5	6.20271E-21
3308.6	5.87546E-21
3308.7	3.26994E-21
3308.8	6.01197E-21
3308.9	6.43459E-21
3309	6.76713E-21
3309.1	7.31241E-21
3309.2	6.81294E-21
3309.3	8.82365E-21
3309.4	3.28791E-21
3309.5	4.67174E-21
3309.6	3.12866E-21
3309.7	5.22275E-21
3309.8	1.07052E-20
3309.9	3.58611E-21
3310	2.66246E-21
3310.1	9.28252E-21
3310.2	4.93253E-21
3310.3	7.30115E-21
3310.4	2.69177E-21
3310.5	8.64706E-21
3310.6	8.02868E-21
3310.7	5.96187E-21
3310.8	7.58219E-21
3310.9	6.35272E-21
3311	7.52346E-21
3311.1	8.80811E-21
3311.2	5.04914E-21
3311.3	6.23997E-21
3311.4	6.18159E-21
3311.5	7.56641E-21
3311.6	9.97063E-21
3311.7	1.00437E-20
3311.8	5.94972E-21
3311.9	3.5315E-21
3312	1.12898E-20
3312.1	8.46542E-21
3312.2	5.53658E-21
3312.3	3.3358E-21
3312.4	5.74711E-21
3312.5	1.31816E-20
3312.6	9.82089E-21
3312.7	4.30354E-21
3312.8	4.41759E-21
3312.9	5.92097E-21
3313	6.84051E-21
3313.1	1.22124E-20
3313.2	7.09798E-21
3313.3	7.79714E-21
3313.4	6.89781E-21
3313.5	8.73009E-21
3313.6	4.54433E-21
3313.7	3.80095E-21
3313.8	7.2012E-21
3313.9	5.24513E-21
3314	5.80149E-21
3314.1	7.22878E-21
3314.2	7.40787E-21
3314.3	9.08609E-21
3314.4	4.26532E-21
3314.5	4.4744E-21
3314.6	8.85489E-21
3314.7	6.83408E-21
3314.8	8.34569E-21
3314.9	2.20738E-21
3315	4.50417E-21
3315.1	6.54613E-21
3315.2	4.92182E-21
3315.3	8.00084E-21
3315.4	4.96138E-21
3315.5	6.98501E-21
3315.6	4.27397E-21
3315.7	6.99478E-21
3315.8	5.47721E-21
3315.9	7.66276E-21
3316	8.98047E-21
3316.1	4.25926E-21
3316.2	7.61815E-21
3316.3	7.10659E-21
3316.4	5.30749E-21
3316.5	7.32151E-21
3316.6	7.09644E-21
3316.7	5.99504E-21
3316.8	3.23015E-21
3316.9	7.10237E-21
3317	1.18575E-20
3317.1	5.27108E-21
3317.2	4.36454E-21
3317.3	8.28051E-21
3317.4	7.52885E-21
3317.5	4.86368E-21
3317.6	5.76153E-21
3317.7	8.02499E-21
3317.8	5.1182E-21
3317.9	2.5534E-21
3318	3.82539E-21
3318.1	5.98741E-21
3318.2	6.26111E-21
3318.3	5.46059E-21
3318.4	5.8011E-21
3318.5	8.31662E-21
3318.6	6.06419E-21
3318.7	4.90975E-21
3318.8	5.76789E-21
3318.9	5.27126E-21
3319	5.58431E-21
3319.1	1.03999E-20
3319.2	3.81025E-21
3319.3	1.01036E-20
3319.4	3.76221E-21
3319.5	1.00752E-20
3319.6	4.40818E-21
3319.7	5.24525E-21
3319.8	1.04512E-20
3319.9	5.44566E-21
3320	9.21455E-21
3320.1	2.39875E-21
3320.2	4.8179E-21
3320.3	7.43132E-21
3320.4	5.44281E-21
3320.5	8.27909E-21
3320.6	6.42457E-21
3320.7	7.19039E-21
3320.8	5.78529E-21
3320.9	8.38921E-21
3321	8.26539E-21
3321.1	7.73929E-21
3321.2	7.38573E-21
3321.3	8.76607E-21
3321.4	8.01246E-21
3321.5	4.66433E-21
3321.6	7.30184E-21
3321.7	6.64836E-21
3321.8	6.8229E-21
3321.9	9.45011E-21
3322	7.29871E-21
3322.1	3.35576E-21
3322.2	8.91458E-21
3322.3	4.982E-21
3322.4	4.90639E-21
3322.5	7.22585E-21
3322.6	3.46851E-21
3322.7	5.00382E-21
3322.8	6.71283E-21
3322.9	8.23658E-21
3323	6.7651E-21
3323.1	7.06886E-21
3323.2	9.26563E-21
3323.3	8.26754E-21
3323.4	3.09397E-21
3323.5	6.06719E-21
3323.6	4.84911E-21
3323.7	5.10261E-21
3323.8	9.27971E-21
3323.9	6.03679E-21
3324	6.3078E-21
3324.1	7.42052E-21
3324.2	4.20247E-21
3324.3	4.27214E-21
3324.4	8.95277E-21
3324.5	1.35002E-20
3324.6	6.01379E-21
3324.7	6.29101E-21
3324.8	6.98139E-21
3324.9	1.29484E-20
3325	5.74729E-21
3325.1	4.94885E-21
3325.2	4.48165E-21
3325.3	4.72781E-21
3325.4	2.46523E-21
3325.5	7.24126E-21
3325.6	7.92993E-21
3325.7	5.17679E-21
3325.8	7.68139E-21
3325.9	8.4666E-21
3326	6.17605E-21
3326.1	8.32909E-21
3326.2	5.1678E-21
3326.3	6.70384E-21
3326.4	5.27879E-21
3326.5	8.02411E-21
3326.6	7.39803E-21
3326.7	7.02784E-21
3326.8	3.84835E-21
3326.9	4.78174E-21
3327	9.82198E-21
3327.1	4.82315E-21
3327.2	1.12127E-20
3327.3	8.09269E-21
3327.4	2.04345E-21
3327.5	7.64655E-21
3327.6	1.01278E-20
3327.7	7.2386E-21
3327.8	5.98826E-21
3327.9	1.38499E-20
3328	6.64287E-21
3328.1	9.71912E-21
3328.2	7.18871E-21
3328.3	6.26884E-21
3328.4	2.3426E-21
3328.5	8.81953E-21
3328.6	4.31104E-21
3328.7	7.36998E-21
3328.8	9.77089E-21
3328.9	8.82974E-21
3329	6.07799E-21
3329.1	5.33235E-21
3329.2	8.18707E-21
3329.3	2.45305E-21
3329.4	8.88925E-21
3329.5	6.52648E-21
3329.6	3.95165E-21
3329.7	9.57508E-21
3329.8	7.24679E-21
3329.9	7.27651E-21
3330	6.97111E-21
3330.1	6.68723E-21
3330.2	6.13053E-21
3330.3	6.21088E-21
3330.4	2.76383E-21
3330.5	7.19844E-21
3330.6	9.04341E-21
3330.7	7.72238E-21
3330.8	6.0676E-21
3330.9	3.10625E-21
3331	1.05137E-20
3331.1	3.60906E-21
3331.2	1.68305E-20
3331.3	5.17736E-21
3331.4	3.36982E-21
3331.5	5.47563E-21
3331.6	4.73848E-21
3331.7	6.25632E-21
3331.8	7.03374E-21
3331.9	7.70688E-21
3332	3.38676E-21
3332.1	2.84154E-21
3332.2	6.18497E-21
3332.3	9.70801E-21
3332.4	5.76102E-21
3332.5	5.79461E-21
3332.6	9.21693E-21
3332.7	3.83985E-21
3332.8	6.1054E-21
3332.9	5.81164E-21
3333	3.42734E-21
3333.1	3.47625E-21
3333.2	5.48001E-21
3333.3	8.26024E-21
3333.4	6.81811E-21
3333.5	8.14181E-21
3333.6	6.1689E-21
3333.7	4.22391E-21
3333.8	9.56009E-21
3333.9	5.48963E-21
3334	5.94724E-21
3334.1	7.32659E-21
3334.2	8.23867E-21
3334.3	8.34768E-21
3334.4	5.8895E-21
3334.5	7.04705E-21
3334.6	8.53718E-21
3334.7	6.26779E-21
3334.8	4.00605E-21
3334.9	6.76393E-21
3335	6.17359E-21
3335.1	6.63311E-21
3335.2	6.16448E-21
3335.3	6.24773E-21
3335.4	4.73285E-21
3335.5	7.76617E-21
3335.6	5.21373E-21
3335.7	4.73577E-21
3335.8	3.98924E-21
3335.9	7.00778E-21
3336	1.69509E-21
3336.1	6.97546E-21
3336.2	4.34425E-21
3336.3	6.46404E-21
3336.4	9.80885E-21
3336.5	8.31933E-21
3336.6	9.25081E-21
3336.7	7.96287E-21
3336.8	7.643E-21
3336.9	4.86022E-21
3337	4.9223E-21
3337.1	4.88048E-21
3337.2	5.85071E-21
3337.3	5.54071E-21
3337.4	4.76798E-21
3337.5	4.24262E-21
3337.6	7.39695E-21
3337.7	6.78489E-21
3337.8	5.91948E-21
3337.9	9.93526E-21
3338	7.47398E-21
3338.1	2.76877E-21
3338.2	3.98124E-21
3338.3	5.62526E-21
3338.4	7.76321E-21
3338.5	5.88583E-21
3338.6	6.30406E-21
3338.7	9.98569E-21
3338.8	2.90613E-21
3338.9	1.02539E-20
3339	4.49221E-21
3339.1	4.2824E-21
3339.2	7.00777E-21
3339.3	3.21476E-21
3339.4	1.00503E-20
3339.5	1.26157E-20
3339.6	3.64642E-21
3339.7	4.31454E-21
3339.8	8.69205E-21
3339.9	5.14784E-21
3340	6.60832E-21
3340.1	6.35386E-21
3340.2	6.97942E-21
3340.3	8.05021E-21
3340.4	6.17961E-21
3340.5	5.21399E-21
3340.6	8.00162E-21
3340.7	9.38415E-21
3340.8	1.02309E-20
3340.9	4.33998E-21
3341	5.41587E-21
3341.1	6.08034E-21
3341.2	7.01306E-21
3341.3	5.21639E-21
3341.4	6.52151E-21
3341.5	7.83028E-21
3341.6	8.25794E-21
3341.7	9.01979E-21
3341.8	4.68912E-21
3341.9	8.27822E-21
3342	1.01248E-20
3342.1	9.99388E-21
3342.2	7.14692E-21
3342.3	8.81E-21
3342.4	7.28701E-21
3342.5	7.62923E-21
3342.6	4.08118E-21
3342.7	6.82873E-21
3342.8	8.87363E-21
3342.9	6.74424E-21
3343	6.95116E-21
3343.1	6.0565E-21
3343.2	6.43285E-21
3343.3	5.263E-21
3343.4	8.4366E-21
3343.5	8.88606E-21
3343.6	6.67959E-21
3343.7	6.10455E-21
3343.8	6.34597E-21
3343.9	4.26277E-21
3344	6.35091E-21
3344.1	6.76543E-21
3344.2	8.23796E-21
3344.3	6.29967E-21
3344.4	4.22201E-21
3344.5	6.29594E-21
3344.6	1.16564E-20
3344.7	6.15276E-21
3344.8	3.42229E-21
3344.9	5.95459E-21
3345	5.67966E-21
3345.1	3.65331E-21
3345.2	2.71393E-21
3345.3	5.62965E-21
3345.4	7.57355E-21
3345.5	3.46992E-21
3345.6	6.86237E-21
3345.7	4.84177E-21
3345.8	8.01297E-21
3345.9	5.67898E-21
3346	4.69209E-21
3346.1	5.2399E-21
3346.2	4.39977E-21
3346.3	5.47807E-21
3346.4	5.59816E-21
3346.5	6.37052E-21
3346.6	7.09156E-21
3346.7	9.84435E-21
3346.8	7.00132E-21
3346.9	7.34834E-21
3347	9.66703E-21
3347.1	8.34948E-21
3347.2	6.97223E-21
3347.3	9.73683E-21
3347.4	6.77364E-21
3347.5	6.43411E-21
3347.6	3.89268E-21
3347.7	4.45408E-21
3347.8	3.65697E-21
3347.9	5.85496E-21
3348	7.37071E-21
3348.1	4.7562E-21
3348.2	5.82484E-21
3348.3	3.91648E-21
3348.4	2.38321E-21
3348.5	4.68175E-21
3348.6	1.04146E-20
3348.7	6.07193E-21
3348.8	5.47621E-21
3348.9	9.99996E-21
3349	5.16265E-21
3349.1	6.78545E-21
3349.2	5.63963E-21
3349.3	1.10547E-20
3349.4	4.6763E-21
3349.5	6.80428E-21
3349.6	4.49941E-21
3349.7	3.8082E-21
3349.8	4.5543E-21
3349.9	5.56041E-21
3350	8.93712E-21
3350.1	2.88661E-21
3350.2	4.72635E-21
3350.3	5.36199E-21
3350.4	8.18326E-21
3350.5	5.92576E-21
3350.6	8.10884E-21
3350.7	9.68395E-21
3350.8	6.78446E-21
3350.9	4.87533E-21
3351	7.69564E-21
3351.1	6.39502E-21
3351.2	1.77482E-21
3351.3	7.66638E-21
3351.4	8.85731E-21
3351.5	6.48843E-21
3351.6	7.93186E-21
3351.7	4.6374E-21
3351.8	5.85625E-21
3351.9	3.75669E-21
3352	6.24506E-21
3352.1	5.18714E-21
3352.2	7.29835E-21
3352.3	7.46346E-21
3352.4	4.60746E-21
3352.5	5.37806E-21
3352.6	7.41597E-21
3352.7	1.01061E-20
3352.8	4.79747E-21
3352.9	3.00954E-21
3353	6.19875E-21
3353.1	3.60549E-21
3353.2	4.32294E-21
3353.3	3.24016E-21
3353.4	6.5385E-21
3353.5	8.7038E-21
3353.6	9.7094E-21
3353.7	4.36559E-21
3353.8	7.90743E-21
3353.9	5.87066E-21
3354	4.84075E-21
3354.1	7.65171E-21
3354.2	3.32983E-21
3354.3	5.61345E-21
3354.4	8.54756E-21
3354.5	4.5912E-21
3354.6	4.27636E-21
3354.7	7.354E-21
3354.8	8.14937E-21
3354.9	7.20789E-21
3355	1.51555E-21
3355.1	4.31889E-21
3355.2	4.2488E-21
3355.3	7.32516E-21
3355.4	7.91703E-21
3355.5	4.34538E-21
3355.6	8.19504E-21
3355.7	3.93952E-21
3355.8	4.34905E-21
3355.9	1.02692E-20
3356	3.62192E-21
3356.1	4.16836E-21
3356.2	6.00424E-21
3356.3	3.87853E-21
3356.4	1.82168E-21
3356.5	3.98499E-21
3356.6	7.89376E-21
3356.7	1.07782E-20
3356.8	9.27611E-21
3356.9	6.35319E-21
3357	5.99245E-21
3357.1	5.35305E-21
3357.2	5.7203E-21
3357.3	7.11067E-21
3357.4	6.16292E-21
3357.5	1.08346E-20
3357.6	6.04279E-21
3357.7	6.08345E-21
3357.8	1.23281E-20
3357.9	1.06588E-20
3358	8.02297E-21
3358.1	2.89311E-21
3358.2	7.7841E-21
3358.3	6.62746E-21
3358.4	6.45645E-21
3358.5	6.02283E-21
3358.6	6.79206E-21
3358.7	6.61789E-21
3358.8	8.56969E-21
3358.9	3.21627E-21
3359	4.67865E-21
3359.1	8.04258E-21
3359.2	6.12115E-21
3359.3	5.41988E-21
3359.4	8.09582E-21
3359.5	9.1317E-21
3359.6	5.01064E-21
3359.7	8.42387E-21
3359.8	5.56476E-21
3359.9	3.87257E-21
3360	6.48421E-21
3360.1	6.00729E-21
3360.2	4.77261E-21
3360.3	3.534E-21
3360.4	7.09597E-21
3360.5	6.42041E-21
3360.6	4.44313E-21
3360.7	5.76753E-21
3360.8	4.85727E-21
3360.9	5.18328E-21
3361	2.16385E-21
3361.1	5.95919E-21
3361.2	3.66885E-21
3361.3	7.17151E-21
3361.4	7.95133E-21
3361.5	4.97521E-21
3361.6	8.40018E-21
3361.7	7.14087E-21
3361.8	6.11047E-21
3361.9	5.39626E-21
3362	7.20013E-21
3362.1	4.11678E-21
3362.2	6.02313E-21
3362.3	4.68442E-21
3362.4	7.91277E-21
3362.5	4.60598E-21
3362.6	4.29056E-21
3362.7	3.80301E-21
3362.8	4.62431E-21
3362.9	5.05574E-21
3363	3.33066E-21
3363.1	6.17159E-21
3363.2	8.65123E-21
3363.3	6.05392E-21
3363.4	4.91504E-21
3363.5	5.18877E-21
3363.6	9.43679E-21
3363.7	6.46945E-21
3363.8	3.71372E-21
3363.9	8.47499E-21
3364	9.26314E-21
3364.1	8.41902E-21
3364.2	6.0937E-21
3364.3	4.78046E-21
3364.4	5.55511E-21
3364.5	4.31108E-21
3364.6	9.40118E-21
3364.7	1.02574E-20
3364.8	6.11633E-21
3364.9	4.97627E-21
3365	9.1467E-21
3365.1	8.59264E-21
3365.2	6.83161E-21
3365.3	7.25698E-21
3365.4	6.53404E-21
3365.5	5.79393E-21
3365.6	6.51802E-21
3365.7	5.01332E-21
3365.8	1.06282E-20
3365.9	7.75691E-21
3366	2.7855E-21
3366.1	6.65823E-21
3366.2	5.85227E-21
3366.3	7.88373E-21
3366.4	5.82103E-21
3366.5	3.44057E-21
3366.6	6.27355E-21
3366.7	5.79437E-21
3366.8	5.61151E-21
3366.9	6.38604E-21
3367	9.39212E-21
3367.1	5.66209E-21
3367.2	6.77634E-21
3367.3	3.54313E-21
3367.4	4.50638E-21
3367.5	4.86277E-21
3367.6	7.11089E-21
3367.7	7.29763E-21
3367.8	5.11474E-21
3367.9	8.95971E-21
3368	1.07692E-20
3368.1	8.78448E-21
3368.2	5.22563E-21
3368.3	4.5492E-21
3368.4	5.31828E-21
3368.5	4.86408E-21
3368.6	4.82382E-21
3368.7	1.05945E-20
3368.8	3.63734E-21
3368.9	4.97419E-21
3369	9.0953E-21
3369.1	3.0229E-21
3369.2	5.14842E-21
3369.3	8.84966E-21
3369.4	5.22948E-21
3369.5	3.95759E-21
3369.6	3.54523E-21
3369.7	1.03741E-20
3369.8	3.94747E-21
3369.9	5.54627E-21
3370	6.30429E-21
3370.1	8.41118E-21
3370.2	4.38118E-21
3370.3	1.51096E-20
3370.4	3.66486E-21
3370.5	4.78216E-21
3370.6	4.98562E-21
3370.7	5.81452E-21
3370.8	6.97351E-21
3370.9	6.55003E-21
3371	4.045E-21
3371.1	6.77251E-21
3371.2	6.97918E-21
3371.3	9.01264E-21
3371.4	4.1429E-21
3371.5	6.4147E-21
3371.6	8.91848E-21
3371.7	7.14911E-21
3371.8	4.04851E-21
3371.9	3.88986E-21
3372	4.51972E-21
3372.1	2.37581E-21
3372.2	4.17706E-21
3372.3	5.96719E-21
3372.4	4.12442E-21
3372.5	4.40037E-21
3372.6	5.38972E-21
3372.7	6.21613E-21
3372.8	4.79185E-21
3372.9	4.80966E-21
3373	1.05998E-20
3373.1	5.17152E-21
3373.2	4.30508E-21
3373.3	3.08489E-21
3373.4	5.89558E-21
3373.5	2.60923E-21
3373.6	1.21181E-20
3373.7	4.94124E-21
3373.8	7.46056E-21
3373.9	4.5224E-21
3374	8.13821E-21
3374.1	6.98489E-21
3374.2	5.84203E-21
3374.3	7.89127E-21
3374.4	9.31632E-21
3374.5	6.15517E-21
3374.6	4.59677E-21
3374.7	7.15963E-21
3374.8	5.822E-21
3374.9	8.19646E-21
3375	5.113E-21
3375.1	4.2872E-21
3375.2	5.17291E-21
3375.3	3.55284E-21
3375.4	3.9822E-21
3375.5	3.84638E-21
3375.6	4.8085E-21
3375.7	5.81459E-21
3375.8	8.81568E-21
3375.9	4.06579E-21
3376	1.06428E-20
3376.1	2.19664E-21
3376.2	6.80074E-21
3376.3	8.20048E-21
3376.4	6.73672E-21
3376.5	8.81725E-21
3376.6	5.52423E-21
3376.7	5.14919E-21
3376.8	3.73534E-21
3376.9	6.27279E-21
3377	4.19531E-21
3377.1	4.18302E-21
3377.2	7.98114E-21
3377.3	4.27388E-21
3377.4	8.7693E-21
3377.5	4.47354E-21
3377.6	9.11963E-21
3377.7	4.84174E-21
3377.8	3.61215E-21
3377.9	8.90806E-21
3378	6.38037E-21
3378.1	3.40576E-21
3378.2	3.36536E-21
3378.3	5.79323E-21
3378.4	5.89305E-21
3378.5	8.27107E-21
3378.6	3.83124E-21
3378.7	4.46153E-21
3378.8	5.24019E-21
3378.9	6.16658E-21
3379	5.97633E-21
3379.1	5.18688E-21
3379.2	5.39128E-21
3379.3	5.01112E-21
3379.4	5.26873E-21
3379.5	3.46676E-21
3379.6	6.11468E-21
3379.7	3.27479E-21
3379.8	5.93343E-21
3379.9	3.69596E-21
3380	2.90564E-21
3380.1	5.99752E-21
3380.2	5.76048E-21
3380.3	3.42819E-21
3380.4	3.92298E-21
3380.5	4.8615E-21
3380.6	5.23402E-21
3380.7	7.85769E-21
3380.8	7.37271E-21
3380.9	7.00143E-21
3381	5.29551E-21
3381.1	8.25697E-21
3381.2	4.9438E-21
3381.3	4.56746E-21
3381.4	7.24847E-21
3381.5	7.1867E-21
3381.6	7.16151E-21
3381.7	6.50926E-21
3381.8	5.81136E-21
3381.9	8.38166E-21
3382	2.99652E-21
3382.1	5.57084E-21
3382.2	5.82316E-21
3382.3	6.42971E-21
3382.4	5.36517E-21
3382.5	3.6779E-21
3382.6	7.17468E-21
3382.7	3.83555E-21
3382.8	8.01582E-21
3382.9	9.85253E-21
3383	5.19353E-21
3383.1	6.79961E-21
3383.2	3.67319E-21
3383.3	6.92093E-21
3383.4	5.24429E-21
3383.5	5.70317E-21
3383.6	3.25494E-21
3383.7	5.64082E-21
3383.8	4.9637E-21
3383.9	1.05641E-20
3384	6.02602E-21
3384.1	5.34988E-21
3384.2	9.17236E-21
3384.3	8.72545E-21
3384.4	4.01103E-21
3384.5	1.81773E-21
3384.6	6.54592E-21
3384.7	9.26063E-21
3384.8	7.45159E-21
3384.9	5.45883E-21
3385	5.31262E-21
3385.1	5.92737E-21
3385.2	3.74654E-21
3385.3	7.99883E-21
3385.4	5.20805E-21
3385.5	4.03764E-21
3385.6	6.96285E-21
3385.7	7.64422E-21
3385.8	5.48708E-21
3385.9	6.80986E-21
3386	5.63157E-21
3386.1	9.30055E-21
3386.2	5.25106E-21
3386.3	6.39794E-21
3386.4	4.76117E-21
3386.5	3.32484E-21
3386.6	9.1278E-21
3386.7	5.76105E-21
