f[Hz]	Sxx[m^2/Hz]
8653.5	1.20883E-21
8653.6	4.32029E-22
8653.7	7.64311E-22
8653.8	1.14538E-21
8653.9	1.12152E-21
8654	1.2691E-21
8654.1	1.12319E-21
8654.2	7.00184E-22
8654.3	5.80825E-22
8654.4	6.16224E-22
8654.5	1.14669E-21
8654.6	9.68462E-22
8654.7	1.27017E-21
8654.8	7.60356E-22
8654.9	8.00237E-22
8655	1.56486E-21
8655.1	8.37478E-22
8655.2	1.4228E-21
8655.3	4.00541E-22
8655.4	1.31549E-21
8655.5	1.40538E-21
8655.6	8.57053E-22
8655.7	8.79301E-22
8655.8	9.89069E-22
8655.9	1.02877E-21
8656	8.31325E-22
8656.1	8.183E-22
8656.2	1.51549E-21
8656.3	7.05167E-22
8656.4	4.9725E-22
8656.5	3.65696E-22
8656.6	6.66035E-22
8656.7	9.22241E-22
8656.8	1.29918E-21
8656.9	1.5231E-21
8657	1.1229E-21
8657.1	8.42128E-22
8657.2	8.14206E-22
8657.3	1.07455E-21
8657.4	3.74553E-22
8657.5	1.33018E-21
8657.6	9.51497E-22
8657.7	1.80581E-21
8657.8	2.45632E-21
8657.9	3.69947E-21
8658	1.76526E-21
8658.1	1.29317E-21
8658.2	1.96591E-21
8658.3	6.81489E-22
8658.4	1.02012E-21
8658.5	1.17615E-21
8658.6	6.37051E-22
8658.7	9.50822E-22
8658.8	1.20405E-21
8658.9	1.32528E-21
8659	1.12043E-21
8659.1	1.78046E-21
8659.2	1.06148E-21
8659.3	8.0858E-22
8659.4	8.89221E-22
8659.5	1.70638E-21
8659.6	1.25091E-21
8659.7	1.65694E-21
8659.8	1.54347E-21
8659.9	1.40264E-21
8660	4.70254E-22
8660.1	1.28719E-21
8660.2	9.4497E-22
8660.3	9.78028E-22
8660.4	1.39296E-21
8660.5	1.00624E-21
8660.6	1.10677E-21
8660.7	8.53982E-22
8660.8	1.18284E-21
8660.9	1.12109E-21
8661	4.43933E-22
8661.1	6.66816E-22
8661.2	9.97334E-22
8661.3	6.15334E-22
8661.4	7.38996E-22
8661.5	9.7915E-22
8661.6	9.41002E-22
8661.7	8.72286E-22
8661.8	1.23557E-21
8661.9	1.08743E-21
8662	1.26646E-21
8662.1	8.67947E-22
8662.2	8.61542E-22
8662.3	1.34209E-21
8662.4	7.85277E-22
8662.5	1.36367E-21
8662.6	9.77041E-22
8662.7	9.67912E-22
8662.8	1.26457E-21
8662.9	1.12804E-21
8663	1.2354E-21
8663.1	1.23104E-21
8663.2	1.18019E-21
8663.3	1.05239E-21
8663.4	1.02268E-21
8663.5	8.15283E-22
8663.6	2.00529E-21
8663.7	8.0739E-22
8663.8	5.69351E-22
8663.9	1.2553E-21
8664	1.234E-21
8664.1	9.63032E-22
8664.2	8.32806E-22
8664.3	8.06221E-22
8664.4	1.93658E-21
8664.5	1.14603E-21
8664.6	2.05989E-21
8664.7	4.80272E-22
8664.8	1.41481E-21
8664.9	9.68423E-22
8665	1.06202E-21
8665.1	7.26341E-22
8665.2	1.4554E-21
8665.3	5.68528E-22
8665.4	8.29078E-22
8665.5	5.79109E-22
8665.6	1.00679E-21
8665.7	3.52904E-22
8665.8	1.45925E-21
8665.9	9.8996E-22
8666	7.56874E-22
8666.1	9.61798E-22
8666.2	7.86953E-22
8666.3	1.11817E-21
8666.4	7.4749E-22
8666.5	1.12048E-21
8666.6	1.63244E-21
8666.7	2.8112E-22
8666.8	1.02652E-21
8666.9	1.31112E-21
8667	9.44605E-22
8667.1	8.36052E-22
8667.2	7.77522E-22
8667.3	1.02455E-21
8667.4	1.09241E-21
8667.5	2.9489E-22
8667.6	6.96598E-22
8667.7	9.50434E-22
8667.8	1.04138E-21
8667.9	5.30625E-22
8668	1.03684E-21
8668.1	1.54392E-21
8668.2	4.11945E-22
8668.3	5.71052E-22
8668.4	9.83095E-22
8668.5	8.08557E-22
8668.6	1.19071E-21
8668.7	7.93109E-22
8668.8	1.18239E-21
8668.9	1.09847E-21
8669	9.87397E-22
8669.1	1.45362E-21
8669.2	1.55065E-21
8669.3	4.41412E-22
8669.4	5.88549E-22
8669.5	1.16844E-21
8669.6	1.16159E-21
8669.7	8.36226E-22
8669.8	8.85562E-22
8669.9	6.68835E-22
8670	1.14142E-21
8670.1	1.28638E-21
8670.2	1.07328E-21
8670.3	1.48233E-21
8670.4	1.06062E-21
8670.5	1.02622E-21
8670.6	9.49793E-22
8670.7	9.61996E-22
8670.8	1.32744E-21
8670.9	9.86257E-22
8671	1.92232E-21
8671.1	9.14466E-22
8671.2	6.1609E-22
8671.3	9.13947E-22
8671.4	1.29167E-21
8671.5	7.66783E-22
8671.6	1.36237E-21
8671.7	1.24875E-21
8671.8	1.35456E-21
8671.9	1.06312E-21
8672	8.18259E-22
8672.1	6.2788E-22
8672.2	1.03912E-21
8672.3	1.06395E-21
8672.4	1.58165E-21
8672.5	5.76927E-22
8672.6	9.41984E-22
8672.7	1.19811E-21
8672.8	5.38885E-22
8672.9	7.79683E-22
8673	3.32515E-22
8673.1	1.11864E-21
8673.2	7.77932E-22
8673.3	9.95279E-22
8673.4	1.40891E-21
8673.5	1.4971E-21
8673.6	6.18395E-22
8673.7	8.3322E-22
8673.8	1.08694E-21
8673.9	1.84121E-21
8674	1.03141E-21
8674.1	1.16941E-21
8674.2	9.38263E-22
8674.3	8.97068E-22
8674.4	8.72494E-22
8674.5	9.27004E-22
8674.6	7.41942E-22
8674.7	1.05653E-21
8674.8	1.3387E-21
8674.9	1.02212E-21
8675	6.40425E-22
8675.1	9.62972E-22
8675.2	9.01081E-22
8675.3	5.98194E-22
8675.4	4.61133E-22
8675.5	6.29617E-22
8675.6	1.21512E-21
8675.7	1.30259E-21
8675.8	9.49356E-22
8675.9	1.08161E-21
8676	5.84622E-22
8676.1	8.76863E-22
8676.2	1.19726E-21
8676.3	1.06098E-21
8676.4	9.80814E-22
8676.5	9.59827E-22
8676.6	4.11234E-22
8676.7	7.09073E-22
8676.8	1.25396E-21
8676.9	7.28995E-22
8677	1.11286E-21
8677.1	9.94005E-22
8677.2	4.70106E-22
8677.3	9.48521E-22
8677.4	1.38539E-21
8677.5	1.29983E-21
8677.6	1.47478E-21
8677.7	7.41023E-22
8677.8	9.05185E-22
8677.9	1.11558E-21
8678	7.77305E-22
8678.1	9.4359E-22
8678.2	1.19104E-21
8678.3	1.12776E-21
8678.4	1.95956E-21
8678.5	7.40636E-22
8678.6	1.26141E-21
8678.7	1.12776E-21
8678.8	7.51852E-22
8678.9	1.271E-21
8679	8.76151E-22
8679.1	9.49202E-22
8679.2	5.31952E-22
8679.3	1.33671E-21
8679.4	1.13888E-21
8679.5	7.76596E-22
8679.6	6.47227E-22
8679.7	2.04312E-21
8679.8	1.51863E-21
8679.9	4.82474E-22
8680	7.1579E-22
8680.1	9.98474E-22
8680.2	1.14544E-21
8680.3	8.46245E-22
8680.4	1.02304E-21
8680.5	7.45764E-22
8680.6	1.04458E-21
8680.7	1.13663E-21
8680.8	7.0403E-22
8680.9	9.21759E-22
8681	1.05516E-21
8681.1	9.90207E-22
8681.2	7.39509E-22
8681.3	6.03131E-22
8681.4	1.6909E-21
8681.5	1.35162E-21
8681.6	1.23825E-21
8681.7	7.57836E-22
8681.8	1.1917E-21
8681.9	4.81246E-22
8682	1.15105E-21
8682.1	8.2325E-22
8682.2	1.26116E-21
8682.3	1.56103E-21
8682.4	5.78305E-22
8682.5	4.97088E-22
8682.6	2.03144E-21
8682.7	7.09652E-22
8682.8	9.45154E-22
8682.9	9.07914E-22
8683	3.90018E-22
8683.1	6.7663E-22
8683.2	9.01324E-22
8683.3	1.1837E-21
8683.4	1.27915E-21
8683.5	6.11412E-22
8683.6	8.76961E-22
8683.7	1.59561E-21
8683.8	2.45054E-22
8683.9	1.73789E-21
8684	8.05415E-22
8684.1	9.44368E-22
8684.2	4.93655E-22
8684.3	6.5359E-22
8684.4	4.96526E-22
8684.5	1.0007E-21
8684.6	1.32669E-21
8684.7	1.62504E-21
8684.8	1.58713E-21
8684.9	8.71174E-22
8685	1.24541E-21
8685.1	1.62037E-21
8685.2	7.45125E-22
8685.3	5.48647E-22
8685.4	7.81718E-22
8685.5	7.63874E-22
8685.6	7.59992E-22
8685.7	9.10757E-22
8685.8	7.01275E-22
8685.9	1.1076E-21
8686	9.38249E-22
8686.1	5.45103E-22
8686.2	6.00901E-22
8686.3	1.29915E-21
8686.4	8.07002E-22
8686.5	1.04198E-21
8686.6	1.15423E-21
8686.7	8.83543E-22
8686.8	2.69106E-22
8686.9	1.18533E-21
8687	1.09676E-21
8687.1	1.58129E-21
8687.2	7.48686E-22
8687.3	1.43711E-21
8687.4	5.06055E-22
8687.5	3.11277E-22
8687.6	7.05721E-22
8687.7	9.36316E-22
8687.8	8.04865E-22
8687.9	8.867E-22
8688	1.44565E-21
8688.1	4.54647E-22
8688.2	1.37787E-21
8688.3	1.69329E-21
8688.4	1.05049E-21
8688.5	6.42644E-22
8688.6	8.51248E-22
8688.7	7.04683E-22
8688.8	1.24354E-21
8688.9	6.8507E-22
8689	1.21918E-21
8689.1	4.88173E-22
8689.2	9.32786E-22
8689.3	1.01859E-21
8689.4	5.54001E-22
8689.5	1.15201E-21
8689.6	7.65578E-22
8689.7	7.7795E-22
8689.8	1.39139E-21
8689.9	6.40463E-22
8690	8.09522E-22
8690.1	1.35102E-21
8690.2	1.01456E-21
8690.3	8.93704E-22
8690.4	1.42985E-21
8690.5	4.88738E-22
8690.6	8.67221E-22
8690.7	4.90539E-22
8690.8	7.70348E-22
8690.9	1.25487E-21
8691	4.88393E-22
8691.1	4.17118E-22
8691.2	5.2939E-22
8691.3	6.19537E-22
8691.4	8.12651E-22
8691.5	6.11217E-22
8691.6	9.30938E-22
8691.7	8.79459E-22
8691.8	1.34423E-21
8691.9	1.05389E-21
8692	8.97406E-22
8692.1	8.29545E-22
8692.2	7.67275E-22
8692.3	1.10673E-21
8692.4	3.12885E-22
8692.5	9.55305E-22
8692.6	1.0378E-21
8692.7	3.93919E-22
8692.8	1.05427E-21
8692.9	9.84281E-22
8693	9.54206E-22
8693.1	1.03487E-21
8693.2	2.53993E-22
8693.3	4.13295E-22
8693.4	1.71811E-21
8693.5	8.65204E-22
8693.6	1.23845E-21
8693.7	1.05196E-21
8693.8	1.32993E-21
8693.9	7.12005E-22
8694	9.96058E-22
8694.1	9.54993E-22
8694.2	4.63185E-22
8694.3	8.91042E-22
8694.4	1.56578E-21
8694.5	8.71876E-22
8694.6	9.12411E-22
8694.7	7.02602E-22
8694.8	8.73856E-22
8694.9	7.83038E-22
8695	4.46469E-22
8695.1	7.89366E-22
8695.2	8.31154E-22
8695.3	1.00778E-21
8695.4	1.10351E-21
8695.5	7.34127E-22
8695.6	4.48038E-22
8695.7	8.9309E-22
8695.8	6.74489E-22
8695.9	6.89221E-22
8696	5.06937E-22
8696.1	5.16088E-22
8696.2	1.27067E-21
8696.3	3.85302E-22
8696.4	1.18675E-21
8696.5	1.35111E-21
8696.6	9.34287E-22
8696.7	4.70648E-22
8696.8	8.36879E-22
8696.9	6.30207E-22
8697	7.04269E-22
8697.1	9.04866E-22
8697.2	3.85867E-22
8697.3	6.51658E-22
8697.4	6.07162E-22
8697.5	5.78935E-22
8697.6	9.39014E-22
8697.7	9.34381E-22
8697.8	1.18164E-21
8697.9	9.78754E-22
8698	6.92125E-22
8698.1	1.35177E-21
8698.2	6.10954E-22
8698.3	5.11282E-22
8698.4	8.08236E-22
8698.5	9.70261E-22
8698.6	5.20516E-22
8698.7	1.68458E-21
8698.8	6.01926E-22
8698.9	2.79378E-22
8699	1.10845E-21
8699.1	7.5395E-22
8699.2	1.40475E-21
8699.3	7.84156E-22
8699.4	6.19943E-22
8699.5	6.43323E-22
8699.6	7.19118E-22
8699.7	9.95254E-22
8699.8	1.77491E-21
8699.9	1.17028E-21
8700	1.23391E-21
8700.1	5.20918E-22
8700.2	1.08745E-21
8700.3	1.30276E-21
8700.4	1.02255E-21
8700.5	5.21224E-22
8700.6	1.02431E-21
8700.7	1.31892E-21
8700.8	6.15428E-22
8700.9	1.46152E-21
8701	4.78534E-22
8701.1	6.66577E-22
8701.2	1.5672E-21
8701.3	7.0164E-22
8701.4	1.14046E-21
8701.5	1.1488E-21
8701.6	1.21132E-21
8701.7	9.99402E-22
8701.8	4.60702E-22
8701.9	5.2352E-22
8702	9.66788E-22
8702.1	9.24631E-22
8702.2	1.44688E-21
8702.3	8.43617E-22
8702.4	6.21351E-22
8702.5	1.08119E-21
8702.6	1.55737E-21
8702.7	7.2585E-22
8702.8	1.93422E-21
8702.9	1.4323E-21
8703	1.17927E-21
8703.1	7.9229E-22
8703.2	7.03488E-22
8703.3	8.62652E-22
8703.4	4.56939E-22
8703.5	4.53313E-22
8703.6	6.51932E-22
8703.7	1.11898E-21
8703.8	1.0963E-21
8703.9	1.21287E-21
8704	1.07979E-21
8704.1	5.93433E-22
8704.2	1.34061E-21
8704.3	7.89045E-22
8704.4	7.88975E-22
8704.5	7.02243E-22
8704.6	1.95453E-21
8704.7	9.02929E-22
8704.8	1.237E-21
8704.9	1.05142E-21
8705	4.64162E-22
8705.1	1.21813E-21
8705.2	1.27E-21
8705.3	7.46743E-22
8705.4	1.0594E-21
8705.5	7.38767E-22
8705.6	4.95236E-22
8705.7	5.89994E-22
8705.8	5.43903E-22
8705.9	9.37376E-22
8706	9.98072E-22
8706.1	7.90613E-22
8706.2	1.26171E-21
8706.3	6.86657E-22
8706.4	6.78339E-22
8706.5	7.28421E-22
8706.6	1.87719E-21
8706.7	1.37073E-21
8706.8	5.96453E-22
8706.9	1.20725E-21
8707	8.96729E-22
8707.1	1.52022E-21
8707.2	1.24015E-21
8707.3	1.35561E-21
8707.4	7.05764E-22
8707.5	1.20724E-21
8707.6	1.67225E-21
8707.7	1.79727E-21
8707.8	1.61922E-21
8707.9	3.96579E-22
8708	4.79206E-22
8708.1	8.38347E-22
8708.2	5.70326E-22
8708.3	1.22237E-21
8708.4	1.43412E-21
8708.5	4.20532E-22
8708.6	8.54433E-22
8708.7	8.58365E-22
8708.8	1.15227E-21
8708.9	6.28827E-22
8709	6.33371E-22
8709.1	6.98549E-22
8709.2	8.43689E-22
8709.3	6.31385E-22
8709.4	4.14815E-22
8709.5	8.15171E-22
8709.6	5.44631E-22
8709.7	5.36203E-22
8709.8	9.56084E-22
8709.9	7.97448E-22
8710	1.12086E-21
8710.1	9.21608E-22
8710.2	4.70097E-22
8710.3	1.07243E-21
8710.4	1.17504E-21
8710.5	9.80156E-22
8710.6	5.48843E-22
8710.7	1.20097E-21
8710.8	1.00448E-21
8710.9	1.36334E-21
8711	8.61132E-22
8711.1	9.39108E-22
8711.2	6.89815E-22
8711.3	1.17338E-21
8711.4	5.08557E-22
8711.5	1.24382E-21
8711.6	1.07312E-21
8711.7	1.86189E-21
8711.8	1.1223E-21
8711.9	1.4078E-21
8712	8.02591E-22
8712.1	7.63311E-22
8712.2	7.62758E-22
8712.3	3.98318E-22
8712.4	7.34767E-22
8712.5	7.39536E-22
8712.6	1.02496E-21
8712.7	7.86989E-22
8712.8	1.32201E-21
8712.9	7.63828E-22
8713	7.95528E-22
8713.1	1.01967E-21
8713.2	6.98341E-22
8713.3	8.38117E-22
8713.4	5.72701E-22
8713.5	9.0249E-22
8713.6	6.54446E-22
8713.7	1.02658E-21
8713.8	9.61569E-22
8713.9	4.42745E-22
8714	1.17151E-21
8714.1	9.72309E-22
8714.2	6.62184E-22
8714.3	1.72697E-21
8714.4	1.08422E-21
8714.5	9.73212E-22
8714.6	6.86999E-22
8714.7	1.41176E-21
8714.8	1.50751E-21
8714.9	1.57175E-21
8715	6.58217E-22
8715.1	7.157E-22
8715.2	1.41421E-21
8715.3	1.37734E-21
8715.4	7.16735E-22
8715.5	4.53233E-22
8715.6	4.31148E-22
8715.7	7.96608E-22
8715.8	7.08984E-22
8715.9	3.98553E-22
8716	6.02321E-22
8716.1	7.87851E-22
8716.2	7.11141E-22
8716.3	5.11401E-22
8716.4	1.03316E-21
8716.5	1.35713E-21
8716.6	4.39126E-22
8716.7	2.05881E-21
8716.8	1.15522E-21
8716.9	1.62132E-21
8717	1.4538E-21
8717.1	9.46826E-22
8717.2	5.59266E-22
8717.3	7.10599E-22
8717.4	8.13855E-22
8717.5	6.25768E-22
8717.6	9.45059E-22
8717.7	6.40698E-22
8717.8	6.46357E-22
8717.9	4.81328E-22
8718	1.68327E-21
8718.1	1.28521E-21
8718.2	1.09501E-21
8718.3	1.198E-21
8718.4	7.62796E-22
8718.5	8.58617E-22
8718.6	3.3061E-22
8718.7	8.37548E-22
8718.8	4.95665E-22
8718.9	1.29327E-21
8719	7.50743E-22
8719.1	1.56055E-21
8719.2	2.29827E-21
8719.3	1.09501E-21
8719.4	5.9704E-22
8719.5	1.10202E-21
8719.6	9.14444E-22
8719.7	1.48359E-21
8719.8	8.47282E-22
8719.9	6.99188E-22
8720	6.90541E-22
8720.1	1.57058E-21
8720.2	6.9827E-22
8720.3	6.98644E-22
8720.4	7.84765E-22
8720.5	4.5766E-22
8720.6	1.0378E-21
8720.7	5.11453E-22
8720.8	6.297E-22
8720.9	4.80496E-22
8721	3.68059E-22
8721.1	1.10779E-21
8721.2	8.78971E-22
8721.3	1.0837E-21
8721.4	4.60589E-22
8721.5	6.19185E-22
8721.6	1.04755E-21
8721.7	9.36621E-22
8721.8	1.48627E-21
8721.9	1.17519E-21
8722	2.22134E-22
8722.1	1.15214E-21
8722.2	4.62401E-22
8722.3	1.20792E-21
8722.4	1.35429E-21
8722.5	7.37616E-22
8722.6	5.18027E-22
8722.7	7.7091E-22
8722.8	3.90893E-22
8722.9	1.62156E-21
8723	7.30612E-22
8723.1	9.26701E-22
8723.2	5.15981E-22
8723.3	5.23365E-22
8723.4	9.01203E-22
8723.5	8.89499E-22
8723.6	1.11063E-21
8723.7	6.1052E-22
8723.8	1.08861E-21
8723.9	1.24406E-21
8724	5.41235E-22
8724.1	8.17571E-22
8724.2	8.78799E-22
8724.3	1.25299E-21
8724.4	9.97719E-22
8724.5	7.65913E-22
8724.6	8.93111E-22
8724.7	1.22693E-21
8724.8	1.13995E-21
8724.9	7.5097E-22
8725	9.37264E-22
8725.1	1.15353E-21
8725.2	7.35245E-22
8725.3	6.42312E-22
8725.4	6.4656E-22
8725.5	1.23875E-21
8725.6	1.0158E-21
8725.7	9.83458E-22
8725.8	1.22815E-21
8725.9	4.16499E-22
8726	5.93061E-22
8726.1	1.14754E-21
8726.2	1.04848E-21
8726.3	1.29036E-21
8726.4	6.56442E-22
8726.5	9.31287E-22
8726.6	8.44604E-22
8726.7	1.18183E-21
8726.8	1.0996E-21
8726.9	4.21426E-22
8727	8.53592E-22
8727.1	5.72218E-22
8727.2	1.01892E-21
8727.3	9.57456E-22
8727.4	7.36105E-22
8727.5	6.88995E-22
8727.6	9.46996E-22
8727.7	1.03939E-21
8727.8	8.07526E-22
8727.9	1.22594E-21
8728	8.68138E-22
8728.1	1.48313E-21
8728.2	1.35303E-21
8728.3	1.42409E-21
8728.4	8.80493E-22
8728.5	1.06335E-21
8728.6	4.96342E-22
8728.7	7.98939E-22
8728.8	1.00395E-21
8728.9	1.02484E-21
8729	1.19661E-21
8729.1	1.07191E-21
8729.2	9.52347E-22
8729.3	3.90449E-22
8729.4	8.098E-22
8729.5	1.32909E-21
8729.6	1.20239E-21
8729.7	3.73376E-21
8729.8	5.37019E-22
8729.9	3.96168E-22
8730	1.60817E-21
8730.1	7.83207E-22
8730.2	1.65641E-21
8730.3	1.45729E-21
8730.4	6.03729E-22
8730.5	5.1464E-22
8730.6	6.92517E-22
8730.7	3.33759E-22
8730.8	6.97938E-22
8730.9	8.14912E-22
8731	3.87652E-22
8731.1	9.971E-22
8731.2	8.61299E-22
8731.3	8.66829E-22
8731.4	5.07004E-22
8731.5	1.02081E-21
8731.6	1.05678E-21
8731.7	5.37869E-22
8731.8	9.08247E-22
8731.9	1.39154E-21
8732	1.00849E-21
8732.1	9.98512E-22
8732.2	9.46918E-22
8732.3	9.0871E-22
8732.4	6.79906E-22
8732.5	1.12E-21
8732.6	6.74508E-22
8732.7	1.40523E-21
8732.8	1.14752E-21
8732.9	8.31434E-22
8733	8.82019E-22
8733.1	9.64105E-22
8733.2	1.15988E-21
8733.3	5.37932E-22
8733.4	1.11029E-21
8733.5	7.92902E-22
8733.6	6.54571E-22
8733.7	6.7348E-22
8733.8	1.16429E-21
8733.9	1.07674E-21
8734	6.09075E-22
8734.1	1.33822E-21
8734.2	4.21353E-22
8734.3	6.51405E-22
8734.4	9.48243E-22
8734.5	1.15021E-21
8734.6	6.6684E-22
8734.7	1.16928E-21
8734.8	7.75217E-22
8734.9	5.93714E-22
8735	1.20001E-21
8735.1	2.03146E-21
8735.2	6.38326E-22
8735.3	1.42019E-21
8735.4	1.01715E-21
8735.5	7.99379E-22
8735.6	1.21837E-21
8735.7	9.70099E-22
8735.8	8.92456E-22
8735.9	7.93509E-22
8736	7.50934E-22
8736.1	1.05733E-21
8736.2	1.21506E-21
8736.3	1.5531E-21
8736.4	1.06664E-21
8736.5	6.57779E-22
8736.6	1.05597E-21
8736.7	8.2431E-22
8736.8	1.11159E-21
8736.9	9.76172E-22
8737	8.74949E-22
8737.1	6.38559E-22
8737.2	5.74312E-22
8737.3	1.00888E-21
8737.4	6.84271E-22
8737.5	1.00168E-21
8737.6	6.96669E-22
8737.7	1.5985E-21
8737.8	9.66698E-22
8737.9	1.16803E-21
8738	9.07363E-22
8738.1	1.21407E-21
8738.2	8.06864E-22
8738.3	2.52548E-22
8738.4	1.94378E-21
8738.5	9.28529E-22
8738.6	3.74726E-22
8738.7	5.3012E-22
8738.8	1.09825E-21
8738.9	1.38811E-21
8739	1.10259E-21
8739.1	1.55002E-21
8739.2	7.55538E-22
8739.3	1.10905E-21
8739.4	2.67381E-22
8739.5	1.20635E-21
8739.6	1.48861E-21
8739.7	1.38037E-21
8739.8	1.16261E-21
8739.9	9.66084E-22
8740	9.68419E-22
8740.1	8.71841E-22
8740.2	2.68823E-22
8740.3	1.21935E-21
8740.4	1.37462E-21
8740.5	6.01972E-22
8740.6	8.41854E-22
8740.7	7.2447E-22
8740.8	1.18269E-21
8740.9	3.70442E-22
8741	9.32627E-22
8741.1	1.23253E-21
8741.2	6.89574E-22
8741.3	6.83953E-22
8741.4	6.12781E-22
8741.5	1.42517E-21
8741.6	1.09572E-21
8741.7	1.87491E-21
8741.8	9.11932E-22
8741.9	1.35907E-21
8742	9.3846E-22
8742.1	3.07979E-22
8742.2	1.28971E-21
8742.3	1.01759E-21
8742.4	1.08874E-21
8742.5	7.01556E-22
8742.6	1.24377E-21
8742.7	8.30349E-22
8742.8	1.51988E-21
8742.9	7.55668E-22
8743	8.67193E-22
8743.1	6.22278E-22
8743.2	1.2931E-21
8743.3	8.49962E-22
8743.4	1.10072E-21
8743.5	1.3003E-21
8743.6	1.32334E-21
8743.7	1.32887E-21
8743.8	7.24103E-22
8743.9	1.59709E-21
8744	1.23228E-21
8744.1	6.48972E-22
8744.2	1.43608E-21
8744.3	6.73679E-22
8744.4	6.12556E-22
8744.5	9.02871E-22
8744.6	5.16395E-22
8744.7	9.38458E-22
8744.8	9.70984E-22
8744.9	8.17327E-22
8745	1.53835E-21
8745.1	6.91971E-22
8745.2	1.0468E-21
8745.3	1.32809E-21
8745.4	9.39318E-22
8745.5	7.85935E-22
8745.6	1.16799E-21
8745.7	1.60254E-21
8745.8	8.42202E-22
8745.9	9.71423E-22
8746	8.09212E-22
8746.1	1.14547E-21
8746.2	7.40313E-22
8746.3	7.87518E-22
8746.4	8.30971E-22
8746.5	7.35546E-22
8746.6	9.98847E-22
8746.7	6.63685E-22
8746.8	8.27202E-22
8746.9	6.75665E-22
8747	8.92598E-22
8747.1	1.14229E-21
8747.2	9.61523E-22
8747.3	3.89945E-22
8747.4	1.04309E-21
8747.5	1.39872E-21
8747.6	6.23521E-22
8747.7	8.55619E-22
8747.8	7.68333E-22
8747.9	1.1299E-21
8748	7.27468E-22
8748.1	9.23538E-22
8748.2	7.19341E-22
8748.3	9.6375E-22
8748.4	5.30593E-22
8748.5	1.03361E-21
8748.6	9.96947E-22
8748.7	1.03976E-21
8748.8	7.54399E-22
8748.9	1.68102E-21
8749	9.67567E-22
8749.1	1.18533E-21
8749.2	1.1353E-21
8749.3	1.68916E-21
8749.4	6.37563E-22
8749.5	1.18296E-21
8749.6	8.44356E-22
8749.7	6.14247E-22
8749.8	1.6263E-21
8749.9	1.28099E-21
8750	8.93831E-22
8750.1	1.85361E-21
8750.2	8.7198E-22
8750.3	1.0888E-21
8750.4	1.37206E-21
8750.5	4.86512E-22
8750.6	8.02956E-22
8750.7	4.88105E-22
8750.8	1.19865E-21
8750.9	9.86521E-22
8751	6.38984E-22
8751.1	1.79672E-21
8751.2	1.14223E-21
8751.3	2.73474E-22
8751.4	7.08946E-22
8751.5	1.08084E-21
8751.6	6.539E-22
8751.7	1.07674E-21
8751.8	1.28147E-21
8751.9	4.37779E-22
8752	9.11885E-22
8752.1	8.77338E-22
8752.2	8.96506E-22
8752.3	1.37E-21
8752.4	8.51323E-22
8752.5	1.81782E-21
8752.6	9.95335E-22
8752.7	7.73914E-22
8752.8	1.10262E-21
8752.9	6.83884E-22
8753	5.29873E-22
8753.1	4.98965E-22
8753.2	8.58885E-22
8753.3	1.22932E-21
8753.4	3.15307E-22
8753.5	8.04481E-22
8753.6	9.42512E-22
8753.7	1.60591E-21
8753.8	6.22061E-22
8753.9	7.47386E-22
8754	1.05392E-21
8754.1	9.9294E-22
8754.2	6.72256E-22
8754.3	8.73445E-22
8754.4	1.19511E-21
8754.5	5.22971E-22
8754.6	1.0343E-21
8754.7	1.44226E-21
8754.8	6.81637E-22
8754.9	5.56387E-22
8755	8.01197E-22
8755.1	7.3494E-22
8755.2	1.08921E-21
8755.3	6.53901E-22
8755.4	7.66285E-22
8755.5	4.7117E-22
8755.6	7.75897E-22
8755.7	1.05166E-21
8755.8	9.13888E-22
8755.9	7.19345E-22
8756	9.08082E-22
8756.1	1.02722E-21
8756.2	1.2724E-21
8756.3	1.01996E-21
8756.4	1.22002E-21
8756.5	9.82758E-22
8756.6	1.00695E-21
8756.7	1.15008E-21
8756.8	9.4471E-22
8756.9	1.11986E-21
8757	6.59181E-22
8757.1	8.50634E-22
8757.2	1.13507E-21
8757.3	7.33813E-22
8757.4	6.76614E-22
8757.5	9.96706E-22
8757.6	6.92449E-22
8757.7	8.76094E-22
8757.8	6.90248E-22
8757.9	8.78153E-22
8758	1.29099E-21
8758.1	3.03871E-22
8758.2	7.47199E-22
8758.3	6.25283E-22
8758.4	1.22164E-21
8758.5	9.5399E-22
8758.6	4.21776E-22
8758.7	9.39627E-22
8758.8	1.10549E-21
8758.9	9.63094E-22
8759	1.27025E-21
8759.1	8.30205E-22
8759.2	3.56772E-22
8759.3	8.26055E-22
8759.4	6.40488E-22
8759.5	8.1985E-22
8759.6	8.2437E-22
8759.7	3.7963E-22
8759.8	7.84774E-22
8759.9	6.84121E-22
8760	1.02769E-21
8760.1	1.1016E-21
8760.2	7.86257E-22
8760.3	8.72908E-22
8760.4	5.45338E-22
8760.5	9.16574E-22
8760.6	9.05193E-22
8760.7	1.82332E-21
8760.8	4.09624E-22
8760.9	1.23149E-21
8761	1.26936E-21
8761.1	7.97878E-22
8761.2	7.16765E-22
8761.3	1.47573E-21
8761.4	8.70844E-22
8761.5	7.19035E-22
8761.6	1.61795E-21
8761.7	4.12489E-22
8761.8	9.48126E-22
8761.9	1.0921E-21
8762	6.0044E-22
8762.1	1.01227E-21
8762.2	9.67673E-22
8762.3	1.15462E-21
8762.4	8.35718E-22
8762.5	8.96921E-22
8762.6	2.13029E-21
8762.7	9.78787E-22
